SEQ_NUMBER,DBKEY,AUDITYEAR,FINDINGREFNUMS,TEXT,CHARTSTABLES,REPORTID,VERSION,UEI,MULTIPLEUEIS
11222,203669,2019,2019-002,"Finding 2019-002: Federal Procurement Requirements for Policies and Documentation 

Information on the Federal Program: CFDA 14.135—U.S. Department of Housing and Urban Development, Section 221(d)(4) Mortgage Insurance Rental Housing for the Elderly, grant number 113-35459.

Criteria: Uniform Guidance §200.318, General Procurement Standards, states that a non-Federal entity must use its own documented procurement procedures which reflect applicable State, local, and tribal laws and regulations, provided that the procurements conform to applicable Federal law and the standards of Uniform Guidance. Uniform Guidance §200.318 through §200.326 provide details of what must be included in such policies, which in turn establishes the documentation that should be prepared and maintained for various procurement activities of the Village in addition to certain HUD-specific requirements.

Condition: The Village refers to HUD Handbook 4350.1 for procurement requirements rather than formally adopting its own procurement procedures. The most recent update to HUD Handbook 4350.1 predates the changes enacted as part of Uniform Guidance. Therefore, reliance on only HUD Handbook 4350.1 does not incorporate all applicable laws and regulations that may be applicable to the Village. In addition, certain specific documentation requirements for procurement were lacking or only informally addressed. For example:
•	Uniform Guidance states that procurement through solicitation of a proposal from only one source and may be used only when one or more of the following circumstances apply: (1) The item is available only from a single source;  (2) The public exigency or emergency for the requirement will not permit a delay resulting from competitive solicitation;  (3) The Federal awarding agency or pass-through entity expressly authorizes noncompetitive proposals in response to a written request from the non-Federal entity; or (4) After solicitation of a number of sources, competition is determined inadequate. The Village selected its health insurance through a process that appears to conclude that, given the totality of circumstances, circumstance (1) was applicable. However, the documentation and control process does not clearly ensure that this evaluation was made or updated in 2019. 
•	Uniform Guidance requires that the reason for selecting a vendor be clearly documented. From the Village’s documentation of procurement activities, the reason for selection can be readily inferred, and generally relates to price, but the reason is not typically formally stated.
•	Uniform Guidance requires that purchases deemed to be within the small purchase threshold (as defined by an entity’s policy) should include price or rate quotations must be obtained from an adequate number of qualified sources. While management affirm this activity is occurring, no documentation is retained related to this activity.
Cause: The internal control process for the Village relies on the HUD Handbook which may differ in various details from more recent requirements from Uniform Guidance. Also, the Village has relied on somewhat informal processes and documentation methods.

Effect or Potential Effect: Failure to follow all applicable federal procurement requirements, including requirements to document and retain documentation of key details of the procurement process, could lead to noncompliance with HUD regulations and could result in corrective action by HUD.  

Questioned Costs: $0. 

Context / Sampling:  The finding was identified in our review of procurement policies and in a test of a non-statistical sample of small- and large-purchase threshold vendors. 

Repeat Finding from Prior Year(s): No

Recommendation: The governing body and management of the Village should ensure the Village’s policies for procurement activities are consistent with current federal requirements, and a review of internal controls should be performed to ensure all such requirements are addressed by procurement procedures being performed. 

Responsible Official’s Response: Management will modify its internal control practices as needed to ensure vendor selection rationale is more clearly documented consistent with current federal requirements. In the particular health insurance instance cited, we strongly believe our current health insurance vendor is the only reasonably viable option for the quality of health coverage for our small business with less than 10 insured employees while still maintaining reasonable premiums. We investigated the Affordable Care Act and found that both the cost and quality of coverage was unsatisfactory.

Planned Implementation Date of Corrective Action: Management will implement this change immediately.

Person Responsible for Corrective Action: Executive Director.",N,830778,1,,
11223,203669,2019,2019-001,"Finding 2019-001: Federal Procurement Requirements for Suspension and Debarment 

Information on the Federal Program: CFDA 14.135—U.S. Department of Housing and Urban Development, Section 221(d)(4) Mortgage Insurance Rental Housing for the Elderly, grant number 113-35459.

Criteria: Uniform Guidance §200.213, Suspension and Debarment, states that non-federal entities are subject to the non-procurement debarment and suspension regulations implementing Executive Orders 12549 and 12689, 2 CFR part 180. These regulations restrict awards, subawards, and contracts with certain parties that are debarred, suspended, or otherwise excluded from or ineligible for participation in federal assistance programs or activities. To ensure compliance with HUD regulations, the Village should have internal controls in place to ensure no contracts are entered into with vendors who are debarred or suspended from participation in federal programs.

Condition: Procurement procedures applied for the year ended December 31, 2019 did not include a control to verify vendors were not debarred or suspended from participation in federal programs. This was identified in a test of a sample of contracts procured in 2019. None of the vendors selected in the testing were debarred or suspended, but no step was performed by the Village to ensure this was the case.

Cause: The internal control process for the Village overlooked this specific requirement in the federal procurement requirements.

Effect or Potential Effect: Entering into contracts with debarred or suspended vendors could lead to noncompliance with HUD regulations and could result in corrective action by HUD.  

Questioned Costs: $0. The audit testing identified no vendors who were suspended or debarred.

Context / Sampling:  The finding was identified in our test of a non-statistical sample of the largest four vendors requiring suspension and debarment procedures. 

Repeat Finding from Prior Year(s): No

Recommendation: The governing body and management of the Village should ensure the Village’s policies for procurement activities are consistent with current federal requirements, and a review of internal controls should be performed to ensure all such requirements are addressed by procurement procedures being performed. 

Responsible Official’s Response: Management will modify its internal control practices to ensure procurement activities are consistent with current federal requirements and specifically with regard to ensuring contractual parties are not disbarred. 
Planned Implementation Date of Corrective Action: Management will implement this change immediately.

Person Responsible for Corrective Action: Executive Director.
",N,830778,1,,
12261,237641,2019,2019-005,See Schedule of Findings and Questioned Costs within uploaded audit report.,Y,842398,1,,
14509,239411,2019,2019-001,"In accordance with Title 2 U.S. Code of Federal Regulations (CFR) Part 200.512, Report Submission, the audit must be completed and the data collection form described in paragraph (b) of this section and reporting package described in paragraph (c) of this section must be submitted within the earlier of 30 calendar days after receipt of the auditor's report(s), or nine months after the end of the audit period. If the due date falls on a Saturday, Sunday, or Federal holiday, the reporting package is due the next business day.",N,858344,1,,
6024,156552,2019,2019-004,"Finding No. 2019-004 (TRIO Cluster)

Information on the Federal Program
U.S. Department of Education - TRIO Cluster (Federal Award Year 7/1/18 to 6/30/19):
	Talent Search:
	(CFDA 84.044) (Federal Grant Number P044A160103) (FAIN – not applicable)
	Upward Bound:
	(CFDA 84.047) (Federal Grant Number P047A170099) (FAIN – not applicable)
	
Statistically Valid Sample
The sample was not intended to be, and was not, a statically valid sample.

Finding Type
Significant Deficiency and Noncompliance

Prior Year Finding
Not Applicable

Criteria
2 CFR section 200.403(a)(c)(g) Factors Affecting Allowability of Costs
Costs must meet the following general criteria in order to be allowable under federal awards: be necessary and reasonable for the performance of the federal award and be consistent with policies and procedures that apply uniformly to both federally-financed and other activities of the non-federal entity. Costs must be adequately documented.

2 CFR section 200.404(a)(b) Reasonable Costs
A cost is reasonable if, in its nature and amount, it does not exceed that which would be incurred by a prudent person under the circumstances prevailing at the time the decision was made to incur the cost. In determining reasonableness of a given cost, consideration must be given to whether the cost is of a type generally recognized as ordinary and necessary for the operation of the non-federal entity or the proper and efficient performance of the federal award. Consideration must also be given to the restrains or requirements imposed by such factors as: sound business practice; arm’s-length bargaining; federal, state, local, tribal, and other laws and regulations; and terms and conditions of the federal awards.

Condition
The College incurred costs that do not meet the general criteria in order to be allowable under federal awards; the costs were not reasonable and were not of sound business practice.

Questioned Costs
There are no questioned costs related to this finding.

Context
1 out of 40 expenditures sampled was for a prepaid card of an amount greater than supplies actually purchased in the fiscal year. Issuing a prepaid card for a federal award creates an opportunity for certain costs to bypass normal control procedures. 1 out of 40 expenditures sampled was for employee reimbursement of training costs. While the training was ordinary and necessary, the related travel was not considered necessary or efficient performance of the federal award.

Effect
Costs not meeting the general criteria to be consider allowable were incurred for the performance of the federal award.

Cause
The College did not follow policies and procedures in verifying all costs incurred for the performance of the federal award were allowable and reasonable.

Recommendation
That the College improve policies and procedures to ensure that all costs incurred for the performance of the federal award were allowable and reasonable.

View of Responsible Official
The responsible officials and College agree with the finding and will address the matter as part of their corrective action plan.
 
",N,816734,1,,
6025,156552,2019,2019-002,"Finding No. 2019-002 (Pell Grant Overaward)

Information on the Federal Program
U.S. Department of Education - Student Financial Aid Cluster (Federal Award Year 7/1/18 to 6/30/19):
	Federal Pell Grant Program:
	(CFDA 84.063) (Federal Grant Number P063P180476) (FAIN – not applicable)
	
Statistically Valid Sample
The sample was not intended to be, and was not, a statically valid sample.

Finding Type
Significant Deficiency and Noncompliance

Prior Year Finding
2018-002.

Criteria
34 CFR section 690.80(b)(2)(ii) – Recalculation of Federal Pell Grant Award
If the student’s projected enrollment status changes during a payment period before the student begins attendance in all of his or her classes for that payment period, the institution shall recalculate the student’s enrollment status to reflect only those classes for which the student actually began attendance.

Condition
The College did not recalculate the Pell Grant Award for a student who never began attendance in one of their classes for that payment period. As a result, an overaward of the Pell Grant occurred. 

Questioned Costs
There are no questioned costs related to this finding.

Context
1 out of 60 Pell Grant recipients sampled never attended one or more of their classes, causing their enrollment status to be different than what the Pell Grant was originally based on. However, the College failed to capture the change and Pell Grant was disbursed to the student for $356 in excess of the correct amount.

There were $8,876,925 Pell Grants awarded to over 2,700 recipients during the award year.

Effect
Change in enrollment status not captured by the College for a student who never begin attendance in one or all classes resulting in the College overawarding the Pell Grant.

Cause
The College did not follow policies and procedures in verifying enrollment status of which student financial aid was calculated based on.

Recommendation
That the College improve policies and procedures to ensure that all students’ change in enrollment status are communicated to each Department and that recalculation of awards be performed prior to disbursement.

View of Responsible Official
The responsible officials and College agree with the finding and will address the matter as part of their corrective action plan.
 
",N,816734,1,,
6026,156552,2019,2019-003,"Finding No. 2019-003 (Enrollment Reporting)

Information on the Federal Program
U.S. Department of Education - Student Financial Aid Cluster (Federal Award Year 7/1/18 to 6/30/19):
	Federal Direct Student Loans:
	(CFDA 84.268) (Federal Grant Number P268K190476) (FAIN – not applicable)
	Federal Pell Grant Program:
	(CFDA 84.063) (Federal Grant Number P063P180476) (FAIN – not applicable)
	
Statistically Valid Sample
The sample was not intended to be, and was not, a statistically valid sample.

Finding Type
Significant Deficiency and Noncompliance

Prior Year Finding
Not Applicable

Criteria
Under the Pell grant and ED loan programs, institutions must complete and return within 15 days the Enrollment Reporting roster file [formerly the Student Status Confirmation Report (SSCR)] placed in their Student Aid Internet Gateway (SAIG) (OMB No. 1845-0002) mailboxes sent by ED via the National Student Loan Data System (NSLDS) (OMB No. 1845-0035).  The institution determines how often it receives the Enrollment Reporting roster file with the default set at a minimum of every 60 days.  Once received, the institution must update for changes in student status, report the date the enrollment status was effective, enter the new anticipated completion date, and submit the changes electronically through the batch method or the NSLDS website (FPL, 34 CFR section 674.19; Pell, 34 CFR section 690.83(b)(2); FFEL, 34 CFR section 682.610; Direct Loan, 34 CFR section 685.309). Institutions are responsible for timely reporting, whether they report directly or via a third-party servicer.  NSLDS will send a Late Enrollment Reporting notification  e-mail if no updates are received by batch or online within 22 days after the date the roster was sent to the school.  The Enrollment Reporting Summary Report (SCHER1) on the NSLDS website can be created at the request of the institution.  It shows the dates the roster files were sent and returned, the number of errors, date and number of online updates, and the number of late enrollment reporting notifications sent for overdue Enrollment Reporting rosters.

A student’s enrollment status determines eligibility for in-school status, deferment, and grace periods, as well as for the payment of interest subsidies to FFEL Program loan holders by ED.  Enrollment Reporting in a timely and accurate manner is critical for effective management of the programs.  Enrollment information must be reported within 30 days whenever attendance changes for students, unless a roster will be submitted within 60 days.  These changes include reductions or increases in attendance levels, withdrawals, graduations, or approved leaves-of-absence.

ED issued a Dear Colleague Letter March 30, 2012 (GEN-12-06) that included enhancements to NSLDS Enrollment Reporting Process and reminders to institutions regarding their responsibilities for NSLDS Enrollment Reporting which are available at http://www.ifap.ed.gov/dpcletters/GEN1206.html.  ED also issued a Dear Colleague Letter, dated April 14, 2014 (GEN-14-07), explaining changes to NSLDS Enrollment Reporting Process, which include changes to reporting of additional data, reporting at the academic program level, and more frequent reporting.  GEN 14-07 is available at http://www.ifap.ed.gov/dpcletters/GEN1407.html.
 
Condition
The College reported graduated students as withdrawn to the NSLDS.

Questioned Costs
There are no questioned costs related to this finding.

Context
8 out of 60 students sampled who received a Direct Loan and / or Pell Grant graduated, however, the students' graduated status was reported as withdrawn to the NSLDS.

Effect
Student status changes not properly reported to NSLDS could impact the timeliness of a student being put into repayment status.

Cause
The College did not ensure that students who graduated were properly reported as such to the NSLDS.

Recommendation
That the College improve policies and procedures to ensure that all students’ status changes are accurately reported to the NSLDS.

View of Responsible Official and Planned Corrective Action
The responsible officials and College agree with the finding and will address the matter as part of their corrective action plan.

",N,816734,1,,
6027,156552,2019,2019-001,"Finding No. 2019-001 (Return of Title IV Funds)

Information on the Federal Program
U.S. Department of Education - Student Financial Aid Cluster (Federal Award Year 7/1/18 to 6/30/19):
	Federal Direct Student Loans:
	(CFDA 84.268) (Federal Grant Number P268K190476) (FAIN – not applicable)
	Federal Supplemental Educational Opportunities Grants:
	(CFDA 84.007) (Federal Grant Number P007A182582) (FAIN – not applicable)
	Federal Pell Grant Program:
	(CFDA 84.063) (Federal Grant Number P063P180476) (FAIN – not applicable)
	
Statistically Valid Sample
The sample was not intended to be, and was not, a statically valid sample.

Finding Type
Significant Deficiency and Noncompliance

Prior Year Finding
2018-001.

Criteria
34 CFR section 668.173(b) – Timing of Return of Title IV Funds:
Returns of Title IV funds are required to be deposited or transferred into the SFA account or electronic fund transfers initiated to ED or the appropriate FFEL lender as soon as possible, but no later than 45 days after the date the institution determines that the student withdrew. Returns by check are late if the check is issued more than 45 days after the institution determined the student withdrew or the date on the canceled check shows the check was endorsed more than 60 days after the date the institution determined that the student withdrew.

34 CFR sections 668.22(a)(1) through (a)(5):
When a recipient of Title IV grant or loan assistance withdraws from an institution during a payment period or period of enrollment in which the recipient began attendance, the institution must determine the amount of Title IV aid earned by the student as of the student’s withdrawal date. If the total amount of Title IV assistance earned by the student is less than the amount that was disbursed to the student or on his or her behalf as of the date of the institution’s determination that the student withdrew, the difference must be returned to the Title IV programs as outlined in this section and no additional disbursements may be made to the student for the payment period or period of enrollment. If the amount the student earned is greater than the amount disbursed, the difference between the amounts must be treated as a post-withdrawal disbursement.	

34 CFR section 668.22(c)(3):
An institution that is not required to take attendance may use as the student’s withdrawal date a student’s last date of attendance at an academically-related activity provided that the institution documents that the activity is academically related and documents the student’s attendance at the activity.

34 CFR section 668.22(j)(2):
For an institution that is not required to take attendance, an institution must determine the withdrawal date for a student who withdraws without providing notification to the institution no later than 30 days after the end of the earlier of (i) the payment period or period of enrollment, (ii) the academic year, or (3) the student’s educational program.

Condition
A.	The College did not identify all students who ceased academic attendance in a payment period.  As a result, a Return of Title IV Funds Calculation (“return calculation”) was not performed and funds were not returned to the Federal Department of Education (“DOE”) within the required 45 days.   

B.	The College did not perform the Return of Title IV Funds Calculations (“return calculation”) in a timely manner for the Fall 2018 payment period and funds were not returned to the Federal Department of Education (“DOE”) within the required 45 days.   

Questioned Costs
A.	The known amount is $1,030 and represents what was not remitted to the Federal Department of Education.  The likely amount is not known.

B.	There are no questioned costs related to this item.

Context
In our sample of 60 students who were awarded federal student financial aid, 6 students were required to have a return calculation performed and we noted 3 errors within this sample.  We expanded our sample another 34 items, for a total sample of 40, and an additional 9 errors were noted.  The errors noted with the return calculations sampled are as follows:

A.	2 students ceased academic attendance in the payment period without providing notification to the institution; the College failed to determine the withdrawal date for these students; therefore, a return calculation was not done. 1 of the withdrawals was prior to 60% of the payment period, the calculation of which, if completed, would have resulted in funds being required to be returned to the Department.

B.	9 calculations performed for the Fall 2018 payment period were not completed until February or March of 2019. The dates the returns were posted to student account to transmit back to the Department were more than 45 days from the dates of determination of student withdrawal.

Effect
Noncompliance with the Return of Title IV requirements.

Cause
Turnover in the College’s Financial Aid Department during the award year and the lack of written procedures related to the identification of students who ceased academic attendance.

Recommendation
That the College establish procedures to capture all student who cease academic attendance requiring a Return of Title IV Calculation to be performed in a timely manner.

View of Responsible Official
The responsible officials and College agree with the finding and will address the matter as part of their corrective action plan.
 


",N,816734,1,,
8930,238438,2019,2019-001,"Finding reference number: #2019-001

CFDA title and number (Federal award identification number and year): Supportive Housing for Persons with Disabilities, CFDA No. 14.181 122-HD158-CMI-NP and 2005

Auditor non-compliance code: L. Reporting 

Finding resolution status: Cleared 

Universe population size: The universe population size is not applicable to the finding.

Sample size information: The sample size information is not applicable to the finding.

Statistically valid sample: N/A

Name of federal agency: U.S. Department of Housing and Urban Development 

Pass through entity: N/A

Questioned costs: N/A

Statement of condition #2019-001: For the year ended December 31, 2018, the Corporation did not submit audited financial statements to the Federal Audit Clearinghouse within 30 calendar days after receipt of the auditor's report on March 31, 2019. The audited financial statements were submitted to the Federal Audit Clearinghouse on May 10, 2019.

Criteria: Pursuant to 2 CFR 200.512(a), the Corporation is required to electronically submit audited financial statements to the Federal Audit Clearinghouse within the earlier of 30 calendar days after receipt of the auditor's report or nine months after the end of the audit period.

Effect: The Corporation is not in compliance with the federal reporting requirements.

Cause: Management oversight.

Recommendation: The Corporation should submit audited financial statements to the Federal Audit Clearinghouse within the time frames required.

Completion date: May 10, 2019

Management's response: Management concurs with the finding and agrees with the auditor's recommendation. The audited financial statements have been submitted to the Federal Audit Clearinghouse. No further action required.
",N,838230,1,,
13877,57041,2019,2019-006,"Criteria – As per the HRSA compliance manual, the health center must prepare a sliding fee discount schedule to be applied to the payment of fees based on the patient's ability to pay.
Condition and Description –
• For 2 out of 10 encounters tested, a sliding fee adjustment was not made as per the sliding fee discount schedule.
• For 3 out of 10 encounters tested, adequate documentation was not maintained to verify that the sliding fee discount was applied based on the patient’s ability to pay.",N,851093,1,,
13878,57041,2019,2019-005,"Criteria – As per 45 CFR 75.305, a health center should have written procedures that minimize the time elapsing between the transfer of Federal award funds from HHS and the disbursement of these funds by the health center.                                   
Condition and Description – During our audit, we noted that for the fiscal year 2019, supporting documents to verify the drawdown of funds were provided, however, these were incomplete. Subsequent to year end, the Organization revised the drawdown process to ensure that federal drawdowns are based on the actual expenditures incurred.",N,851093,1,,
13879,57041,2019,2019-008,"Criteria – As per the HRSA compliance manual and OMB compliance supplement, the health center must complete and submit the Uniform Data System (UDS) report annually.
Condition and Description – During the review of UDS report, immaterial variances were noted between the information reported on Table 5 of the UDS report regarding the number of encounters for 2019 and the underlying supporting documentation.",N,851093,1,,
13880,57041,2019,2019-004,"Criteria – 2CFR Part 200 requires an auditee to prepare a complete and accurate Schedule of Expenditures of Federal Awards (SEFA).
Condition and Description – During the audit, we noted that the SEFA did not include all the federal grants received during the year. It was noted that the Organization does not have a system in place to correctly identify the source of funds received.",N,851093,1,,
13881,57041,2019,2019-007,"Criteria – As per the OMB compliance supplement and the HRSA compliance manual, the Organization must submit the quarterly SF-425 report within 30 days from the end of the quarter.
Condition and Description – During our audit, we noted that the quarterly SF-425 for the quarter ended June 30, 2019 was submitted 1 day late",N,851093,1,,
1582,101232,2019,2019-001,"Finding: 2019-001
Federal Agency: U.S. Department of Education
Federal Program: Direct Loan and Federal Pell Grant Program (tested as part of Student Financial Assistance Cluster)
CFDA: 84.268 and 84.063
Award Year: 2018-2019
Type of Finding: Significant Deficiency and Noncompliance - Special Tests and Provisions
Compliance Requirement: Special Tests and Provisions – Enrollment Reporting
Criteria: Under 34 CFR 682.610, the University is required to report to the Secretary of the Department of Education when a student, who has received a loan, ceases to be enrolled on at least a half-time basis. The method for this reporting is the National Student Loan Data System (NSLDS). Per the NSLDS Enrollment Reporting Guide, students who withdraw from all courses or graduate are to be reported to NSLDS within sixty days of the withdraw or graduation date or the last date that attendance can be verified.
Condition: Thirty students were selected for enrollment reporting testing. The enrollment status change date was not appropriately reported to NSLDS within sixty days for one student out of thirty judgmentally-selected. The exception reports from the National Student Clearinghouse (Clearinghouse), which included a population of 344 students who received Direct Loan or Federal Pell Grant funds, were reviewed. It was noted the graduation dates were not cleared on the exception reports and therefore not reported to the NSLDS with the correct status within sixty days. The exception reports of the population of students by semester of graduation included fifty-five students for Fall 2017, 162 students for Spring 2018, fifty-seven students for Summer 2018, and seventy students for Fall 2018.
Questioned Costs: None
Context: Graduation statuses were reported timely to the Clearinghouse but did not flow through accurately to the NSLDS within the required time period due to exception reports not being reviewed and cleared.
Cause: The following finding resulted in the failure to accurately report 344 students to the NSLDS:
The Office of the Registrar obtained an exception report of all students who were reported to but not processed by the Clearinghouse. This report included a total of 1,111 students, of which 344 students had received Direct Loan or Federal Pell Grant funds. These students had enrollment statuses of graduated and were properly reported to the Clearinghouse. However, exception reports were not cleared by the University, and therefore enrollment statuses were not reported accurately to the NSLDS. The exception reports were not identified by the University and corrected with the Clearinghouse until after sixty days of the original posting. As a result, the students’ statuses and graduation dates were not accurately reflected with NSLDS within the sixty-day requirement.
Effect: Students could lose their interest subsidy on any future enrollment in another undergraduate program. Of the 344 students, one instance was identified where this occurred.
Repeat Finding: No
Recommendations: We recommend that the University implement enhanced monitoring controls to ensure that all required reporting is done timely and accurately. We also recommend that the University conduct regular reviews of the system-generated reports to ensure compliance.
Views of responsible officials: The failure to report updated graduation dates on the identified students was related to changes in reporting procedures enacted by the Clearinghouse in Fall 2017. These new procedures require the submission of a separate file to update the degree status of students who have graduated, followed by the review and manual status update of exceptions identified by the Clearinghouse. Staff in the Office of the Registrar were not initially aware of the new reporting requirement and did not update the exceptions with the Clearinghouse within the sixty-day requirement. As a result, the Clearinghouse reported the enrollment statuses for the affected students to NSLDS as withdrawn instead of graduated.
In Spring 2019, Baylor implemented a process to review exceptions upon each file transmission to the Clearinghouse and to appropriately and timely update enrollment statuses, manually, for applicable students. The Office of the Registrar has manually updated the affected students’ enrollment statuses with the Clearinghouse for errors identified. Upon correction, the Clearinghouse reported the updated statuses to NSLDS. Student Financial Aid and the Office of the Registrar are continuing to research recommended practices and correction procedures with the Department of Education, Ellucian (Banner) and the Clearinghouse. Additionally, as a detection measure, a designated Financial Aid staff person will review an NSLDS generated report of all withdrawals each semester and coordinate necessary enrollment status updates with the Clearinghouse for identified students with enrollment statuses incorrectly reflected in NSLDS as withdrawn.",N,812243,1,,
1583,101232,2019,2019-002,"Finding: 2019-002
Federal Agency: U.S. Department of Education
Federal Program: Direct Loan and Federal Pell Grant Program (tested as part of Student Financial Assistance Cluster)
CFDA: 84.268 and 84.063
Award Year: 2018-2019
Type of Finding: Significant Deficiency and Noncompliance - Special Tests and Provisions
Compliance Requirement: Special Tests and Provisions – Return of Title IV Funds
Criteria: When a recipient of Title IV grant or loan assistance withdraws during a payment period or period of enrollment in which the recipient began attendance, the institution must determine the amount of Title IV assistance earned by the student as of the student’s withdrawal date. If the total amount of Title IV assistance earned by the student is less than the amount disbursed as of the date the student withdrew as determined by the institution, the difference must be returned to the Title IV programs within forty-five days from the date that the University determines that a student has withdrawn and no additional disbursements may be made to the student for the payment period or period of enrollment.
The amount of earned Title IV grant or loan assistance is calculated by determining the percentage of Title IV grant or loan assistance that has been earned by the student and applying that percentage to the total amount of Title IV grant or loan assistance that was or could have been disbursed to the student for the payment period or period of enrollment as of the withdrawal date.
Condition: For one online student of the thirty students judgmentally selected for testing, an error was noted in the calculation process of return of Title IV funds. The University returned $375 to the Department of Education that the student earned. Per further review of the remaining population of online students, fifteen additional online students had the same error noted in the calculation process of Title IV funds, resulting in $2,258 of under returned funds and $2,128 of over returned funds, for a net of $130 under returned to the Department of Education. It was noted that the error in the calculation process of Title IV funds extended back to 2016, resulting in twelve instances of under returned funds totaling $2,471 and eleven instances of over returned funds totaling $4,484, for a net of $2,013 over returned funds for all online students in fiscal years 2016 through 2019, to the Department of Education.
Questioned Costs: $2,258 under returned funds and $2,128 over returned funds, for a net of $130 under returned funds.
Context: Of thirty students judgmentally selected for testing, one instance was identified with an error in the process of calculating the return of Title IV funds. It was noted that there were fifteen additional instances during fiscal year 2019 and twenty-three instances since fiscal year 2016. As a result, the University did not return funds within the required forty-five days after the date the University determined the student withdrew.
Cause: Online courses operate on a different term schedule than Fall, Spring and Summer terms for on-campus courses. The University included the online courses in standard terms in the student system and did not establish new terms for online courses offered. When calculating the return of Title IV funds, the University attempted to override the default term within the system, however, the term reverted back to the original term. As a result, the return of Title IV funds calculation for online students who withdrew from the University was based on the standard term, which differed from the online term. Therefore, the University failed to use the correct number of days in attendance when calculating the return amount of withdrawing students.
The University discovered twelve instances spanning several years in which Title IV funds were under returned, therefore not meeting the forty-five day requirement. As a result, the University has not timely reported to the Department of Education the return of Title IV funds.
Effect: A net overstated amount was returned to the Department of Education.
Repeat Finding: No
Recommendations: We recommend that the University ensure adequate controls are in place to determine that the correct amounts are used in calculating return of Title IV funds for all online students and ensure funds are returned within the required timeframe.
Views of responsible
officials: The University has identified errors related to the return of Title IV funds calculations and has corrected each error within Banner, the University’s software product used in maintaining student information. The errors were limited to students enrolled in online programs that operate on a different term calendar than standard semester programs. To ensure trimester online program terms reflect the correct enrollment start dates, end dates, and applicable break days, the University implemented a standard set of trimester calendars within Banner for Fall 2019. This facilitates the calculation of the appropriate return of Title IV funds for the applicable online students within Banner. Additionally, the U.S. Department of Education’s Federal Student Aid Handbook (the Handbook) includes complex requirements for return of Title IV funds on programs offered in modules, which would apply to several of Baylor’s online programs. Student Financial Aid will evaluate online student withdrawals on a case-by-case basis to ensure return of Title IV funds calculations are accurate, timely, and in accordance with the Handbook.",N,812243,1,,
3708,123525,2019,2019-001,"""Federal Program:
U.S. Department of Education – Student Financial Assistance Cluster (Pell Grant CFDA 84.063)

Type of Finding:
Deficiency and Noncompliance

Compliance Requirement:
Reporting and Cash Management

Criteria:
34 CFR Section 690.63-.64 provides guidance for calculating Federal Pell Grants over different
terms/semesters.

Condition:
In mid-October 2019, the University of La Verne discovered that 78 eligible students enrolled for Summer 2019 did not receive Federal Pell grant disbursements for the Summer 2019 payment period.

Questioned Costs:
None

Context:
Pell qualified students enrolled for the Summer 2019 term did not receive their Pell grant disbursements within the required time period.

Cause:
A long term configuration problem in the Banner computer system causes an improper distribution of the Pell Grants among the different terms for which the students were enrolled, if a financial aid packet is altered from its original award. There has been no satisfactory solution to the configuration issue, therefore internal controls were enacted to identify and correct any errors. There was a breakdown in the manual monitoring set in place to manage any errors on a timely basis.

Effect:
The impact of the above cause is that Pell Grants may not be disbursed to eligible students in amounts in
compliance with federal regulations.

Recommendation:
We recommend the University review the underlying elections contained within the Banner computer system
and ensure these elections are appropriately set up to properly reflect the University’s academic calendar and
federal requirements. If this is not practical, improve the review procedures monitoring this item.

Management’s Response and Corrective Action:
The functional technology staff in the Financial Aid Office has updated their procedures and checklists to ensure cost of attendance and needs analysis processes are run with the proper timing.  The Associate Director overseeing functional technology is directly responsible for ensuring this process runs successfully by their staff and reporting issues or anomalies immediately as they are discovered to the Director of Financial Aid.  This responsibility has been affirmed with the Associate Director.  

The current monthly Pell reconciliations processes and reports were enhanced in direct response to this matter.  This matter was reviewed in detail with the Pell Grant Coordinator and Associate Director overseeing compliance.   It has been affirmed with both of these staff members, that identifying and reporting issues or anomalies immediately to the Director of Financial Aid it is their responsibility.  
""
",N,824607,1,,
