ELECAUDITSID,ID,AUDITYEAR,DBKEY,CFDASEQNUM,CFDA,FEDERALPROGRAMNAME,AMOUNT,MAJORPROGRAM,TYPEREQUIREMENT,QCOSTS2,FINDINGS,FINDINGREFNUMS,RD,DIRECT,CFDA_PREFIX,CFDA_EXT,EIN,CFDA2,TYPEREPORT_MP,TYPEREPORT_MP_OVERRIDE,ARRA,LOANS,FINDINGSCOUNT,LOANBALANCE,PASSTHROUGHAMOUNT,AWARDIDENTIFICATION,CLUSTERNAME,PASSTHROUGHAWARD,STATECLUSTERNAME,PROGRAMTOTAL,CLUSTERTOTAL,OTHERCLUSTERNAME,CFDAPROGRAMNAME
31015367,10268820199,2019,102688,9,93.104,COMPREHENSIVE COMMUNITY MENTAL HEALTH SERVICES FOR CHILDREN WITH SERIOUS EMOTIONAL DISTURBANCES (SED),198893,N,,,,,,N,93,104,742321009,93,,,,N,0,,0,,,N,,198893,0,,COMPREHENSIVE COMMUNITY MENTAL HEALTH SERVICES FOR CHILDREN WITH SERIOUS EMOTIONAL DISTURBANCES (SED)
31975841,10355420191,2019,103554,1,14.850,PUBLIC AND INDIAN HOUSING,1116458,Y,,,,,,Y,14,850,746000426,14,U,,,N,0,,0,FW-4042,,N,,1116458,0,,PUBLIC AND INDIAN HOUSING
31975845,10355420192,2019,103554,2,14.856,LOWER INCOME HOUSING ASSISTANCE PROGRAM_SECTION 8 MODERATE REHABILITATION,248827,N,,,,,,Y,14,856,746000426,14,,,,N,0,,0,TX007-MR0003,,N,,248827,0,,LOWER INCOME HOUSING ASSISTANCE PROGRAM_SECTION 8 MODERATE REHABILITATION
31975866,10355420193,2019,103554,3,14.896,FAMILY SELF-SUFFICIENCY PROGRAM,114433,N,,,,,,Y,14,896,746000426,14,,,,N,0,,0,,,N,,114433,0,,FAMILY SELF-SUFFICIENCY PROGRAM
31975871,10355420194,2019,103554,4,14.870,RESIDENT OPPORTUNITY AND SUPPORTIVE SERVICES - SERVICE COORDINATORS,89276,N,,,,,,Y,14,870,746000426,14,,,,N,0,,0,,,N,,89276,0,,RESIDENT OPPORTUNITY AND SUPPORTIVE SERVICES - SERVICE COORDINATORS
31975876,10355420195,2019,103554,5,14.871,SECTION 8 HOUSING CHOICE VOUCHERS,12768450,Y,,,,,,Y,14,871,746000426,14,U,,,N,0,,0,TX007,,N,,12768450,0,,SECTION 8 HOUSING CHOICE VOUCHERS
31975883,10355420196,2019,103554,6,14.239,HOME INVESTMENT PARTNERSHIPS PROGRAM,27800,N,,,,,,Y,14,239,746000426,14,,,,N,0,,0,,,N,,27800,0,,HOME INVESTMENT PARTNERSHIPS PROGRAM
31975893,10355420197,2019,103554,7,14.872,PUBLIC HOUSING CAPITAL FUND,3066018,N,,,,,,Y,14,872,746000426,14,,,,N,0,,0,,,N,,3066018,0,,PUBLIC HOUSING CAPITAL FUND
30528591,10977520191,2019,109775,1,93.224,"CONSOLIDATED HEALTH CENTERS, AFFORDABLE CARE ACT (ACA) GRANTS FOR NEW AND EXPANDED SERVICES UNDER THE HEALTH CENTER PROGRAM",8743196,Y,,,,,,Y,93,224,840743432,93,U,,,N,1,,0,,HEALTH CENTERS CLUSTER,N,,8839465,8839465,,"CONSOLIDATED HEALTH CENTERS (COMMUNITY HEALTH CENTERS, MIGRANT HEALTH CENTERS, HEALTH CARE FOR THE HOMELESS, AND PUBLIC HOUSING PRIMARY CARE)"
30528592,10977520192,2019,109775,2,93.527,"CONSOLIDATED HEALTH CENTERS, AFFORDABLE CARE ACT (ACA) GRANTS FOR NEW AND EXPANDED SERVICES UNDER THE HEALTH CENTER PROGRAM",0,Y,,,,,,Y,93,527,840743432,93,U,,,N,1,,0,,HEALTH CENTERS CLUSTER,N,,0,8839465,,AFFORDABLE CARE ACT (ACA) GRANTS FOR NEW AND EXPANDED SERVICES UNDER THE HEALTH CENTER PROGRAM
30528593,10977520193,2019,109775,3,93.224,CONSOLIDATED HEALTH CENTERS,96269,Y,,,,,,N,93,224,840743432,93,U,,,N,1,,0,,HEALTH CENTERS CLUSTER,N,,8839465,8839465,,"CONSOLIDATED HEALTH CENTERS (COMMUNITY HEALTH CENTERS, MIGRANT HEALTH CENTERS, HEALTH CARE FOR THE HOMELESS, AND PUBLIC HOUSING PRIMARY CARE)"
30528594,10977520194,2019,109775,4,93.526,HEALTH INFRASTRUCTURE INVESTMENT PROGRAM,513972,N,,,,,,Y,93,526,840743432,93,,,,N,0,,0,,,N,,513972,0,,AFFORDABLE CARE ACT (ACA) GRANTS FOR CAPITAL DEVELOPMENT IN HEALTH CENTERS
30528595,10977520195,2019,109775,5,93.243,"SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION, CENTER FOR MENTAL HEALTH SERVICES",212721,N,,,,,,N,93,243,840743432,93,,,,N,0,,0,,,N,,212721,0,,SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES_PROJECTS OF REGIONAL AND NATIONAL SIGNIFICANCE
31660430,16460320191,2019,164603,1,10.555,NATIONAL SCHOOL LUNCH PROGRAM,150219,N,,,,,,N,10,555,346400533,10,,,,N,0,,0,NONCASH ASSISTANCE (FOOD DISTRIBUTION),CHILD NUTRITION CLUSTER,N,,1154725,1491598,,NATIONAL SCHOOL LUNCH PROGRAM
31660559,164603201910,2019,164603,10,84.011,MIGRANT EDUCATION_STATE GRANT PROGRAM,91128,N,,,,,,N,84,011,346400533,84,,,,N,0,,0,,,N,,91128,0,,MIGRANT EDUCATION_STATE GRANT PROGRAM
31660561,164603201911,2019,164603,11,84.287,TWENTY-FIRST CENTURY COMMUNITY LEARNING CENTERS,235510,N,,,,,,N,84,287,346400533,84,,,,N,0,,0,,,N,,235510,0,,TWENTY-FIRST CENTURY COMMUNITY LEARNING CENTERS
31660563,164603201912,2019,164603,12,84.358,RURAL EDUCATION,75900,N,,,,,,N,84,358,346400533,84,,,,N,0,,0,,,N,,75900,0,,RURAL EDUCATION
31660566,164603201913,2019,164603,13,84.365,ENGLISH LANGUAGE ACQUISITION STATE GRANTS,12354,N,,,,,,N,84,365,346400533,84,,,,N,0,,0,,,N,,12354,0,,ENGLISH LANGUAGE ACQUISITION STATE GRANTS
31660437,16460320193,2019,164603,3,10.553,SCHOOL BREAKFAST PROGRAM,323329,N,,,,,,N,10,553,346400533,10,,,,N,0,,0,,CHILD NUTRITION CLUSTER,N,,323329,1491598,,SCHOOL BREAKFAST PROGRAM
31660568,164603201914,2019,164603,14,84.367,IMPROVING TEACHER QUALITY STATE GRANTS,143492,N,,,,,,N,84,367,346400533,84,,,,N,0,,0,,,N,,143492,0,,IMPROVING TEACHER QUALITY STATE GRANTS
31660570,164603201915,2019,164603,15,84.424,STUDENT SUPPORT AND ACADEMIC ENRICHMENT PROGRAM,74151,N,,,,,,N,84,424,346400533,84,,,,N,0,,0,,,N,,74151,0,,STUDENT SUPPORT AND ACADEMIC ENRICHMENT PROGRAM
31660433,16460320192,2019,164603,2,10.555,NATIONAL SCHOOL LUNCH PROGRAM,1004506,N,,,,,,N,10,555,346400533,10,,,,N,0,,0,CASH ASSISTANCE,CHILD NUTRITION CLUSTER,N,,1154725,1491598,,NATIONAL SCHOOL LUNCH PROGRAM
31660438,16460320194,2019,164603,4,10.559,SUMMER FOOD SERVICE PROGRAM FOR CHILDREN,13544,N,,,,,,N,10,559,346400533,10,,,,N,0,,0,,CHILD NUTRITION CLUSTER,N,,13544,1491598,,SUMMER FOOD SERVICE PROGRAM FOR CHILDREN
31660440,16460320195,2019,164603,5,10.558,CHILD AND ADULT CARE FOOD PROGRAM,6859,N,,,,,,N,10,558,346400533,10,,,,N,0,,0,,,N,,6859,0,,CHILD AND ADULT CARE FOOD PROGRAM
31660442,16460320196,2019,164603,6,10.579,CHILD NUTRITION DISCRETIONARY GRANTS LIMITED AVAILABILITY,20000,N,,,,,,N,10,579,346400533,10,,,,N,0,,0,,,N,,20000,0,,CHILD NUTRITION DISCRETIONARY GRANTS LIMITED AVAILABILITY
31660556,16460320197,2019,164603,7,84.027,SPECIAL EDUCATION_GRANTS TO STATES,902378,Y,,,,,,N,84,027,346400533,84,U,,,N,0,,0,,SPECIAL EDUCATION CLUSTER (IDEA),N,,902378,929371,,SPECIAL EDUCATION_GRANTS TO STATES
31660557,16460320198,2019,164603,8,84.173,SPECIAL EDUCATION_PRESCHOOL GRANTS,26993,Y,,,,,,N,84,173,346400533,84,U,,,N,0,,25984,,SPECIAL EDUCATION CLUSTER (IDEA),Y,,26993,929371,,SPECIAL EDUCATION_PRESCHOOL GRANTS
31660558,16460320199,2019,164603,9,84.010,TITLE I GRANTS TO LOCAL EDUCATIONAL AGENCIES,1214127,Y,,,,,,N,84,010,346400533,84,U,,,N,0,,0,,,N,,1214127,0,,TITLE I GRANTS TO LOCAL EDUCATIONAL AGENCIES
31415191,17017220191,2019,170172,1,84.010,TITLE I GRANTS TO LOCAL EDUCATIONAL AGENCIES,595779,N,,,,,,N,84,010,236003784,84,,,,N,0,,0,,,N,,673444,0,,TITLE I GRANTS TO LOCAL EDUCATIONAL AGENCIES
31415200,170172201910,2019,170172,10,84.173,SPECIAL EDUCATION_PRESCHOOL GRANTS,5016,N,,,,,,N,84,173,236003784,84,,,,N,0,,0,,SPECIAL EDUCATION CLUSTER (IDEA),N,,5016,347292,,SPECIAL EDUCATION_PRESCHOOL GRANTS
31415201,170172201911,2019,170172,11,10.553,SCHOOL BREAKFAST PROGRAM,120116,Y,,,,,,N,10,553,236003784,10,U,,,N,0,,0,,CHILD NUTRITION CLUSTER,N,,120116,715062,,SCHOOL BREAKFAST PROGRAM
31415202,170172201912,2019,170172,12,10.555,NATIONAL SCHOOL LUNCH PROGRAM,537324,Y,,,,,,N,10,555,236003784,10,U,,,N,0,,0,,CHILD NUTRITION CLUSTER,N,,594946,715062,,NATIONAL SCHOOL LUNCH PROGRAM
31415203,170172201913,2019,170172,13,10.555,NATIONAL SCHOOL LUNCH PROGRAM,57622,Y,,,,,,N,10,555,236003784,10,U,,,N,0,,0,,CHILD NUTRITION CLUSTER,N,,594946,715062,,NATIONAL SCHOOL LUNCH PROGRAM
31415204,170172201914,2019,170172,14,93.778,MEDICAL ASSISTANCE PROGRAM,11913,N,,,,,,N,93,778,236003784,93,,,,N,0,,0,,,N,,11913,0,,MEDICAL ASSISTANCE PROGRAM
31415192,17017220192,2019,170172,2,84.010,TITLE I GRANTS TO LOCAL EDUCATIONAL AGENCIES,77665,N,,,,,,N,84,010,236003784,84,,,,N,0,,0,,,N,,673444,0,,TITLE I GRANTS TO LOCAL EDUCATIONAL AGENCIES
31415193,17017220193,2019,170172,3,84.367,IMPROVING TEACHER QUALITY STATE GRANTS,37413,N,,,,,,N,84,367,236003784,84,,,,N,0,,0,,,N,,87106,0,,IMPROVING TEACHER QUALITY STATE GRANTS
31415194,17017220194,2019,170172,4,84.367,IMPROVING TEACHER QUALITY STATE GRANTS,49693,N,,,,,,N,84,367,236003784,84,,,,N,0,,0,,,N,,87106,0,,IMPROVING TEACHER QUALITY STATE GRANTS
31415195,17017220195,2019,170172,5,84.365,ENGLISH LANGUAGE ACQUISITION STATE GRANTS,9098,N,,,,,,N,84,365,236003784,84,,,,N,0,,0,,,N,,43979,0,,ENGLISH LANGUAGE ACQUISITION STATE GRANTS
31415196,17017220196,2019,170172,6,84.365,ENGLISH LANGUAGE ACQUISITION STATE GRANTS,34881,N,,,,,,N,84,365,236003784,84,,,,N,0,,0,,,N,,43979,0,,ENGLISH LANGUAGE ACQUISITION STATE GRANTS
31415197,17017220197,2019,170172,7,84.424,STUDENT SUPPORT AND ACADEMIC ENRICHMENT PROGRAM,4911,N,,,,,,N,84,424,236003784,84,,,,N,0,,0,,,N,,47182,0,,STUDENT SUPPORT AND ACADEMIC ENRICHMENT PROGRAM
31415198,17017220198,2019,170172,8,84.424,STUDENT SUPPORT AND ACADEMIC ENRICHMENT PROGRAM,42271,N,,,,,,N,84,424,236003784,84,,,,N,0,,0,,,N,,47182,0,,STUDENT SUPPORT AND ACADEMIC ENRICHMENT PROGRAM
31415199,17017220199,2019,170172,9,84.027,SPECIAL EDUCATION_GRANTS TO STATES,342276,N,,,,,,N,84,027,236003784,84,,,,N,0,,0,,SPECIAL EDUCATION CLUSTER (IDEA),N,,342276,347292,,SPECIAL EDUCATION_GRANTS TO STATES
30722367,17137620191,2019,171376,1,10.553,SCHOOL BREAKFAST PROGRAM,304681,Y,,,,,,N,10,553,626000544,10,U,,,N,0,,0,,CHILD NUTRITION CLUSTER,N,,304681,1036980,,SCHOOL BREAKFAST PROGRAM
30722376,171376201910,2019,171376,10,84.027,SPECIAL EDUCATION_GRANTS TO STATES,464933,N,,,,,,N,84,027,626000544,84,,,,N,0,,0,,SPECIAL EDUCATION CLUSTER (IDEA),N,,464933,478964,,SPECIAL EDUCATION_GRANTS TO STATES
30722378,171376201911,2019,171376,11,84.173,SPECIAL EDUCATION_PRESCHOOL GRANTS,14031,N,,,,,,N,84,173,626000544,84,,,,N,0,,0,,SPECIAL EDUCATION CLUSTER (IDEA),N,,14031,478964,,SPECIAL EDUCATION_PRESCHOOL GRANTS
30722379,171376201912,2019,171376,12,84.048,CAREER AND TECHNICAL EDUCATION -- BASIC GRANTS TO STATES,41291,N,,,,,,N,84,048,626000544,84,,,,N,0,,0,,,N,,41291,0,,CAREER AND TECHNICAL EDUCATION -- BASIC GRANTS TO STATES
30722380,171376201913,2019,171376,13,84.358,RURAL EDUCATION,42531,N,,,,,,N,84,358,626000544,84,,,,N,0,,0,,,N,,42531,0,,RURAL EDUCATION
30722381,171376201914,2019,171376,14,84.365,ENGLISH LANGUAGE ACQUISITION STATE GRANTS,11552,N,,,,,,N,84,365,626000544,84,,,,N,0,,0,,,N,,11552,0,,ENGLISH LANGUAGE ACQUISITION STATE GRANTS
30722382,171376201915,2019,171376,15,84.367,SUPPORTING EFFECTIVE INSTRUCTION STATE GRANT,62730,N,,,,,,N,84,367,626000544,84,,,,N,0,,0,,,N,,62730,0,,IMPROVING TEACHER QUALITY STATE GRANTS
30722383,171376201916,2019,171376,16,93.044,"SPECIAL PROGRAMS FOR THE AGING_TITLE III, PART B_GRANTS FOR SUPPORTIVE SERVICES AND SENIOR CENTERS",109077,N,,,,,,N,93,044,626000544,93,,,,N,0,,0,,AGING CLUSTER,N,,109077,109077,,"SPECIAL PROGRAMS FOR THE AGING_TITLE III, PART B_GRANTS FOR SUPPORTIVE SERVICES AND SENIOR CENTERS"
30722384,171376201917,2019,171376,17,93.217,FAMILY PLANNING_SERVICES,7977,N,,,,,,N,93,217,626000544,93,,,,N,0,,0,,,N,,7977,0,,FAMILY PLANNING_SERVICES
30722385,171376201918,2019,171376,18,93.940,HIV PREVENTION ACTIVITIES_HEALTH DEPARTMENT BASED,1689,N,,,,,,N,93,940,626000544,93,,,,N,0,,0,940,,N,,1689,0,,HIV PREVENTION ACTIVITIES_HEALTH DEPARTMENT BASED
30722388,171376201921,2019,171376,21,97.042,EMERGENCY MANAGEMENT PERFORMANCE GRANTS,34000,N,,,,,,N,97,042,626000544,97,,,,N,0,,0,,,N,,34000,0,,EMERGENCY MANAGEMENT PERFORMANCE GRANTS
30722386,171376201919,2019,171376,19,93.977,PREVENTIVE HEALTH SERVICES_SEXUALLY TRANSMITTED DISEASES CONTROL GRANTS,279,N,,,,,,N,93,977,626000544,93,,,,N,0,,0,977,,N,,279,0,,PREVENTIVE HEALTH SERVICES_SEXUALLY TRANSMITTED DISEASES CONTROL GRANTS
30722368,17137620192,2019,171376,2,10.555,NATIONAL SCHOOL LUNCH PROGRAM,631259,Y,,,,,,N,10,555,626000544,10,U,,,N,0,,0,,CHILD NUTRITION CLUSTER,N,,732299,1036980,,NATIONAL SCHOOL LUNCH PROGRAM
30722387,171376201920,2019,171376,20,93.994,MATERNAL AND CHILD HEALTH SERVICES BLOCK GRANT TO THE STATES,13265,N,,,,,,N,93,994,626000544,93,,,,N,0,,0,994,,N,,13265,0,,MATERNAL AND CHILD HEALTH SERVICES BLOCK GRANT TO THE STATES
30722389,171376201922,2019,171376,22,97.044,ASSISTANCE TO FIREFIGHTERS GRANT,86693,N,,,,,,N,97,044,626000544,97,,,,N,0,,0,,,N,,86693,0,,ASSISTANCE TO FIREFIGHTERS GRANT
30722390,171376201923,2019,171376,23,97.067,HOMELAND SECURITY GRANT PROGRAM,5510,N,,,,,,N,97,067,626000544,97,,,,N,0,,0,,,N,,5510,0,,HOMELAND SECURITY GRANT PROGRAM
30722369,17137620193,2019,171376,3,10.579,CHILD NUTRITION DISCRETIONARY GRANTS LIMITED AVAILABILITY,6149,N,,,,,,N,10,579,626000544,10,,,,N,0,,0,,,N,,6149,0,,CHILD NUTRITION DISCRETIONARY GRANTS LIMITED AVAILABILITY
30722370,17137620194,2019,171376,4,10.555,NATIONAL SCHOOL LUNCH PROGRAM,101040,Y,,,,,,N,10,555,626000544,10,U,,,N,0,,0,,CHILD NUTRITION CLUSTER,N,,732299,1036980,,NATIONAL SCHOOL LUNCH PROGRAM
30722371,17137620195,2019,171376,5,10.557,"SPECIAL SUPPLEMENTAL NUTRITION PROGRAM FOR WOMEN, INFANTS, AND CHILDREN",19582,N,,,,,,N,10,557,626000544,10,,,,N,0,,0,,,N,,19582,0,,"SPECIAL SUPPLEMENTAL NUTRITION PROGRAM FOR WOMEN, INFANTS, AND CHILDREN"
30722372,17137620196,2019,171376,6,12.U01,SECTION 1033 EXCESS PROPERTY PROGRAM (NONCASH ASSISTANCE),42692,N,,,,,,N,12,U01,626000544,12,,,,N,0,,0,UNKNOWN,,N,,42692,0,,
30722373,17137620197,2019,171376,7,16.540,JUVENILE JUSTICE AND DELINQUENCY PREVENTION_ALLOCATION TO STATES,9823,N,,,,,,N,16,540,626000544,16,,,,N,0,,0,,,N,,9823,0,,JUVENILE JUSTICE AND DELINQUENCY PREVENTION_ALLOCATION TO STATES
30722374,17137620198,2019,171376,8,45.310,GRANTS TO STATES,1351,N,,,,,,N,45,310,626000544,45,,,,N,0,,0,,,N,,1351,0,,GRANTS TO STATES
30722375,17137620199,2019,171376,9,84.010,TITLE I GRANTS TO LOCAL EDUCATIONAL AGENCIES,450078,N,,,,,,N,84,010,626000544,84,,,,N,0,,0,,,N,,450078,0,,TITLE I GRANTS TO LOCAL EDUCATIONAL AGENCIES
32200507,17501120191,2019,175011,1,93.053,NUTRITION SERVICES INCENTIVE PROGRAM,199597,N,,,,,,N,93,053,741666921,93,,,,N,0,,0,539-16-0007-0001,,N,,199597,0,,NUTRITION SERVICES INCENTIVE PROGRAM
32200516,175011201910,2019,175011,10,93.052,"NATIONAL FAMILY CAREGIVER SUPPORT, TITLE III, PART E",246444,N,,,,,,N,93,052,741666921,93,,,,N,0,,0,539-16-0007-0001,,N,,246444,0,,"NATIONAL FAMILY CAREGIVER SUPPORT, TITLE III, PART E"
32200517,175011201911,2019,175011,11,93.324,STATE HEALTH INSURANCE ASSISTANCE PROGRAM,52281,N,,,,,,N,93,324,741666921,93,,,,N,0,,0,CMS,,N,,52281,0,,STATE HEALTH INSURANCE ASSISTANCE PROGRAM
32200518,175011201912,2019,175011,12,93.779,"CENTERS FOR MEDICARE AND MEDICAID SERVICES (CMS) RESEARCH, DEMONSTRATIONS AND EVALUATIONS",15365,N,,,,,,N,93,779,741666921,93,,,,N,0,,0,CMS,,N,,15365,0,,"CENTERS FOR MEDICARE AND MEDICAID SERVICES (CMS) RESEARCH, DEMONSTRATIONS AND EVALUATIONS"
32200519,175011201913,2019,175011,13,93.791,MONEY FOLLOWS THE PERSON REBALANCING DEMONSTRATION,49703,N,,,,,,N,93,791,741666921,93,,,,N,0,,0,539-14-0475-00006,,N,,49703,0,,MONEY FOLLOWS THE PERSON REBALANCING DEMONSTRATION
32200520,175011201914,2019,175011,14,93.917,HIV CARE FORMULA GRANTS,2694877,Y,,,,,,N,93,917,741666921,93,U,,,N,0,,0,537-17-0160-00001,,N,,2694877,0,,HIV CARE FORMULA GRANTS
32200521,175011201915,2019,175011,15,93.569,COMMUNITY SERVICES BLOCK GRANT,225691,N,,,,,,N,93,569,741666921,93,,,,N,0,,0,61180002936/2869/3061,,N,,225691,0,,COMMUNITY SERVICES BLOCK GRANT
32200522,175011201916,2019,175011,16,93.568,LOW-INCOME HOME ENERGY ASSISTANCE,1249485,N,,,,,,N,93,568,741666921,93,,,,N,0,,0,58180002799/2998,,N,,1249485,0,,LOW-INCOME HOME ENERGY ASSISTANCE
32200523,175011201917,2019,175011,17,20.505,METROPOLITAN TRANSPORTATION PLANNING AND STATE AND NON-METROPOLITAN PLANNING AND RESEARCH,27823,N,,,,,,N,20,505,741666921,20,,,,N,0,,0,,,N,,27823,0,,METROPOLITAN TRANSPORTATION PLANNING AND STATE AND NON-METROPOLITAN PLANNING AND RESEARCH
32200524,175011201918,2019,175011,18,97.047,PRE-DISASTER MITIGATION,18802,N,,,,,,N,97,047,741666921,97,,,,N,0,,0,EMTY-2017-PC-002,,N,,18802,0,,PRE-DISASTER MITIGATION
32200525,175011201919,2019,175011,19,97.039,HAZARD MITIGATION GRANT,17545,N,,,,,,N,97,039,741666921,97,,,,N,0,,0,DR-4272-008,,N,,17545,0,,HAZARD MITIGATION GRANT
32200511,17501120195,2019,175011,5,93.041,"SPECIAL PROGRAMS FOR THE AGING_TITLE VII, CHAPTER 3_PROGRAMS FOR PREVENTION OF ELDER ABUSE, NEGLECT, AND EXPLOITATION",5157,N,,,,,,N,93,041,741666921,93,,,,N,0,,0,539-16-0007-0001,,N,,5157,0,,"SPECIAL PROGRAMS FOR THE AGING_TITLE VII, CHAPTER 3_PROGRAMS FOR PREVENTION OF ELDER ABUSE, NEGLECT, AND EXPLOITATION"
32200508,17501120192,2019,175011,2,11.302,ECONOMIC DEVELOPMENT_SUPPORT FOR PLANNING ORGANIZATIONS,47098,N,,,,,,N,11,302,741666921,11,,,,N,0,,0,08-83-04747,,N,,47098,0,,ECONOMIC DEVELOPMENT_SUPPORT FOR PLANNING ORGANIZATIONS
32200509,17501120193,2019,175011,3,14.241,HOUSING OPPORTUNITIES FOR PERSONS WITH AIDS,1156021,Y,,,,,,N,14,241,741666921,14,U,,,N,0,,0,537-16-0510-00001,,N,,1156021,0,,HOUSING OPPORTUNITIES FOR PERSONS WITH AIDS
32200510,17501120194,2019,175011,4,14.228,COMMUNITY DEVELOPMENT BLOCK GRANTS/STATE'S PROGRAM AND NON-ENTITLEMENT GRANTS IN HAWAII,6744,N,,,,,,N,14,228,741666921,14,,,,N,0,,0,C717222,,N,,6744,0,,COMMUNITY DEVELOPMENT BLOCK GRANTS/STATE'S PROGRAM AND NON-ENTITLEMENT GRANTS IN HAWAII
32200512,17501120196,2019,175011,6,93.042,"SPECIAL PROGRAMS FOR THE AGING_TITLE VII, CHAPTER 2_LONG TERM CARE OMBUDSMAN SERVICES FOR OLDER INDIVIDUALS",7357,N,,,,,,N,93,042,741666921,93,,,,N,0,,0,539-16-0007-0001,,N,,7357,0,,"SPECIAL PROGRAMS FOR THE AGING_TITLE VII, CHAPTER 2_LONG TERM CARE OMBUDSMAN SERVICES FOR OLDER INDIVIDUALS"
32200513,17501120197,2019,175011,7,93.043,"SPECIAL PROGRAMS FOR THE AGING_TITLE III, PART D_DISEASE PREVENTION AND HEALTH PROMOTION SERVICES",30930,N,,,,,,N,93,043,741666921,93,,,,N,0,,0,539-16-0007-0001,,N,,30930,0,,"SPECIAL PROGRAMS FOR THE AGING_TITLE III, PART D_DISEASE PREVENTION AND HEALTH PROMOTION SERVICES"
32200514,17501120198,2019,175011,8,93.044,"SPECIAL PROGRAMS FOR THE AGING_TITLE III, PART B_GRANTS FOR SUPPORTIVE SERVICES AND SENIOR CENTERS",645621,N,,,,,,N,93,044,741666921,93,,,,N,0,,0,539-16-0007-0001,,N,,645621,0,,"SPECIAL PROGRAMS FOR THE AGING_TITLE III, PART B_GRANTS FOR SUPPORTIVE SERVICES AND SENIOR CENTERS"
32200515,17501120199,2019,175011,9,93.045,"SPECIAL PROGRAMS FOR THE AGING_TITLE III, PART C_NUTRITION SERVICES",884582,N,,,,,,N,93,045,741666921,93,,,,N,0,,0,539-16-0007-0001,,N,,884582,0,,"SPECIAL PROGRAMS FOR THE AGING_TITLE III, PART C_NUTRITION SERVICES"
31278506,17933220191,2019,179332,1,10.553,SCHOOL BREAKFAST PROGRAM,36027,N,,,,,,N,10,553,391049563,10,,,,N,0,,0,,CHILD NUTRITION CLUSTER,N,,36027,483535,,SCHOOL BREAKFAST PROGRAM
31278515,179332201910,2019,179332,10,84.367,IMPROVING TEACHER QUALITY STATE GRANTS,43046,N,,,,,,N,84,367,391049563,84,,,,N,0,,0,,,N,,43046,0,,IMPROVING TEACHER QUALITY STATE GRANTS
31278516,179332201911,2019,179332,11,84.424,STUDENT SUPPORT AND ACADEMIC ENRICHMENT PROGRAM,10000,N,,,,,,N,84,424,391049563,84,,,,N,0,,0,,,N,,10000,0,,STUDENT SUPPORT AND ACADEMIC ENRICHMENT PROGRAM
31278517,179332201912,2019,179332,12,84.365,ENGLISH LANGUAGE ACQUISITION STATE GRANTS,11206,N,,,,,,N,84,365,391049563,84,,,,N,0,,0,,,N,,12207,0,,ENGLISH LANGUAGE ACQUISITION STATE GRANTS
31278508,17933220193,2019,179332,3,10.555,NATIONAL SCHOOL LUNCH PROGRAM,105360,N,,,,,,N,10,555,391049563,10,,,,N,0,,0,,CHILD NUTRITION CLUSTER,N,,447417,483535,,NATIONAL SCHOOL LUNCH PROGRAM
31278518,179332201913,2019,179332,13,84.365,ENGLISH LANGUAGE ACQUISITION STATE GRANTS,1001,N,,,,,,N,84,365,391049563,84,,,,N,0,,0,,,N,,12207,0,,ENGLISH LANGUAGE ACQUISITION STATE GRANTS
31278519,179332201914,2019,179332,14,93.778,MEDICAL ASSISTANCE PROGRAM,431057,Y,,,,,,N,93,778,391049563,93,U,,,N,0,,0,,MEDICAID CLUSTER,N,,431057,431057,,MEDICAL ASSISTANCE PROGRAM
31278507,17933220192,2019,179332,2,10.555,NATIONAL SCHOOL LUNCH PROGRAM,342057,N,,,,,,N,10,555,391049563,10,,,,N,0,,0,,CHILD NUTRITION CLUSTER,N,,447417,483535,,NATIONAL SCHOOL LUNCH PROGRAM
31278509,17933220194,2019,179332,4,10.556,SPECIAL MILK PROGRAM FOR CHILDREN,91,N,,,,,,N,10,556,391049563,10,,,,N,0,,0,,CHILD NUTRITION CLUSTER,N,,91,483535,,SPECIAL MILK PROGRAM FOR CHILDREN
31278510,17933220195,2019,179332,5,84.010,TITLE I GRANTS TO LOCAL EDUCATIONAL AGENCIES,127117,N,,,,,,N,84,010,391049563,84,,,,N,0,,0,,,N,,127117,0,,TITLE I GRANTS TO LOCAL EDUCATIONAL AGENCIES
31278511,17933220196,2019,179332,6,84.027,SPECIAL EDUCATION_GRANTS TO STATES,578997,N,,,,,,N,84,027,391049563,84,,,,N,0,,0,,SPECIAL EDUCATION CLUSTER (IDEA),N,,592446,624446,,SPECIAL EDUCATION_GRANTS TO STATES
31278512,17933220197,2019,179332,7,84.027,SPECIAL EDUCATION_GRANTS TO STATES,13449,N,,,,,,N,84,027,391049563,84,,,,N,0,,0,,SPECIAL EDUCATION CLUSTER (IDEA),N,,592446,624446,,SPECIAL EDUCATION_GRANTS TO STATES
31278513,17933220198,2019,179332,8,84.173,SPECIAL EDUCATION_PRESCHOOL GRANTS,32000,N,,,,,,N,84,173,391049563,84,,,,N,0,,0,,SPECIAL EDUCATION CLUSTER (IDEA),N,,32000,624446,,SPECIAL EDUCATION_PRESCHOOL GRANTS
